,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,110.81897496713796
1,0.8,0.02,10.0,78.84590263891326
2,0.8,0.03,10.0,75.15143656099258
3,0.8,0.04,10.0,74.36923078531703
4,0.8,0.05,10.0,72.69325892946082
5,0.75,0.05,10.0,84.28956695497799
6,0.75,0.05,20.0,71.07163445910943
7,0.75,0.05,30.0,69.09930636164015
8,0.75,0.05,40.0,68.7622274222467
9,0.75,0.05,50.0,67.2797500016143
10,0.75,0.05,50.0,69.96138921775771
11,0.8,0.05,50.0,65.46304124443004
12,0.85,0.05,50.0,66.82666115186058
13,0.9,0.05,50.0,69.12804959871194
14,0.95,0.05,50.0,68.85961633703322
