,p_w,p_c,pop_size,Error
0,0.7,1.3,20.0,43.07770776540787
1,0.3,1.9,30.0,41.91304078358379
2,0.3,2.1,50.0,41.6433533328444
3,0.1,1.7,40.0,43.93896803230258
4,0.5,2.1,50.0,41.94781749597839
5,0.9,1.9,40.0,42.093726923155614
6,0.3,1.3,40.0,40.86538680416139
7,0.5,2.1,30.0,41.87622215870445
8,0.5,1.3,30.0,41.175762034292646
9,0.1,1.9,40.0,41.436088133307464
