,p_c,p_m,pop_size,Error
0,0.75,0.01,50.0,67.08074098364469
1,0.75,0.02,50.0,64.06513362103091
2,0.75,0.03,50.0,64.78083225219947
3,0.75,0.04,50.0,63.81833877652732
4,0.75,0.05,50.0,63.20269880312801
5,0.75,0.05,10.0,79.5188589680694
6,0.75,0.05,20.0,61.38807459838613
7,0.75,0.05,30.0,62.19565599205968
8,0.75,0.05,40.0,61.52812439134782
9,0.75,0.05,50.0,63.00744468078586
10,0.75,0.05,20.0,70.63027118554615
11,0.8,0.05,20.0,64.02105144145284
12,0.85,0.05,20.0,65.95738827533012
13,0.9,0.05,20.0,68.05606863064844
14,0.95,0.05,20.0,73.38001356824319
