,p_c,p_m,pop_size,Error
0,0.75,0.03,40.0,375.4580312918363
1,0.8,0.03,40.0,390.07864802931795
2,0.85,0.03,40.0,387.8452216142779
3,0.9,0.03,40.0,350.6794814617715
4,0.95,0.03,40.0,391.1321955578776
5,0.9,0.05,10.0,406.9132915483997
6,0.9,0.05,20.0,363.65625545979026
7,0.9,0.05,30.0,293.9438921534676
8,0.9,0.05,40.0,358.39683877978814
9,0.9,0.05,50.0,364.94187175074023
10,0.9,0.01,30.0,418.5655175804476
11,0.9,0.02,30.0,383.53316230443704
12,0.9,0.03,30.0,329.6883855677132
13,0.9,0.04,30.0,340.3316401617739
14,0.9,0.05,30.0,385.1278447980102
