,p_c,p_m,pop_size,Error
0,0.95,0.03,10.0,72.04183501853655
1,0.95,0.03,20.0,69.61925830345587
2,0.95,0.03,30.0,62.85506665215856
3,0.95,0.03,40.0,63.43773990700031
4,0.95,0.03,50.0,65.02263592374017
5,0.75,0.04,30.0,68.05378782635874
6,0.8,0.04,30.0,66.02379531295651
7,0.85,0.04,30.0,63.43111976604085
8,0.9,0.04,30.0,63.46821593407997
9,0.95,0.04,30.0,67.05763087395033
10,0.85,0.01,30.0,67.47670696456257
11,0.85,0.02,30.0,68.51971067938761
12,0.85,0.03,30.0,63.05706294041683
13,0.85,0.04,30.0,63.829235374917616
14,0.85,0.05,30.0,62.1732830008021
