,p_c,p_m,pop_size,Error
0,0.8,0.01,10,369.53632121333226
1,0.8,0.02,10,370.5338938258685
2,0.8,0.03,10,363.8098451314569
3,0.8,0.04,10,354.99104988696195
4,0.8,0.05,10,367.6491005530217
5,0.75,0.04,40,255.29580671774454
6,0.8,0.04,40,218.2527342007554
7,0.85,0.04,40,296.3203746393986
8,0.9,0.04,40,273.2945259543794
9,0.95,0.04,40,319.87251267885114
10,0.8,0.04,10,346.5581870225696
11,0.8,0.04,20,331.87686828359995
12,0.8,0.04,30,344.25739235586553
13,0.8,0.04,40,325.47809145534853
14,0.8,0.04,50,317.06633300424846
