,p_w,p_c,pop_size,Error
0,0.5,2.1,10.0,430.802311064573
1,0.5,2.1,20.0,427.62524390118944
2,0.5,2.1,30.0,427.62561187244086
3,0.5,2.1,40.0,427.3302413229963
4,0.5,2.1,50.0,426.55574159257344
5,0.1,1.3,50.0,417.5623265240897
6,0.1,1.5,50.0,423.6934165387903
7,0.1,1.7,50.0,425.676043984511
8,0.1,1.9,50.0,423.08551018976743
9,0.1,2.1,50.0,421.99804904365357
10,0.1,1.3,50.0,427.905129400452
11,0.3,1.3,50.0,425.2394496721671
12,0.5,1.3,50.0,422.10206398396446
13,0.7,1.3,50.0,427.11878919499884
14,0.9,1.3,50.0,426.27862323021236
