,p_c,p_m,pop_size,Error
0,0.75,0.03,20,350.4721418099944
1,0.8,0.03,20,344.09175882660014
2,0.85,0.03,20,349.94579278307333
3,0.9,0.03,20,327.59734616417774
4,0.95,0.03,20,342.6989276548103
5,0.9,0.01,20,359.6754611114672
6,0.9,0.02,20,352.97989330647664
7,0.9,0.03,20,328.80185357993713
8,0.9,0.04,20,293.6789322297604
9,0.9,0.05,20,300.7541025052712
10,0.9,0.04,10,337.10640091252543
11,0.9,0.04,20,328.40991825508524
12,0.9,0.04,30,279.25049053268486
13,0.9,0.04,40,300.3341224111044
14,0.9,0.04,50,278.7380193788908
