,p_w,p_c,pop_size,Error
0,0.7,1.9,10.0,428.36739531017076
1,0.7,1.9,20.0,423.24737334349965
2,0.7,1.9,30.0,427.1191497895568
3,0.7,1.9,40.0,423.57133856123596
4,0.7,1.9,50.0,421.08331252954184
5,0.1,1.3,50.0,427.1955312210831
6,0.1,1.5,50.0,423.4850170285265
7,0.1,1.7,50.0,423.7643493276089
8,0.1,1.9,50.0,426.9142194955793
9,0.1,2.1,50.0,425.626130775914
10,0.1,1.5,50.0,423.9148758097954
11,0.3,1.5,50.0,427.2074191865855
12,0.5,1.5,50.0,425.25000532664234
13,0.7,1.5,50.0,415.7407678631266
14,0.9,1.5,50.0,423.5636112564597
