,p_c,p_m,pop_size,Error
0,0.75,0.02,10.0,413.62982478114
1,0.75,0.02,20.0,408.35863615140295
2,0.75,0.02,30.0,397.57277872474356
3,0.75,0.02,40.0,354.102327856875
4,0.75,0.02,50.0,388.2952975996541
5,0.95,0.01,40.0,382.34345576174906
6,0.95,0.02,40.0,403.2099903552896
7,0.95,0.03,40.0,314.42704449484785
8,0.95,0.04,40.0,315.3454923136488
9,0.95,0.05,40.0,369.59155967547537
10,0.75,0.03,40.0,391.00200179332546
11,0.8,0.03,40.0,382.38500977895893
12,0.85,0.03,40.0,383.7174805073266
13,0.9,0.03,40.0,402.582726840752
14,0.95,0.03,40.0,383.5764926142925
