,p_c,p_m,pop_size,Error
0,0.75,0.03,50,293.0983789070357
1,0.8,0.03,50,288.7216840573579
2,0.85,0.03,50,274.2310475044195
3,0.9,0.03,50,308.97342399852596
4,0.95,0.03,50,320.60722628307036
5,0.85,0.01,40,363.8005916507377
6,0.85,0.02,40,346.62385014258456
7,0.85,0.03,40,353.0040643980424
8,0.85,0.04,40,328.23247720494817
9,0.85,0.05,40,160.03793057274356
10,0.85,0.05,10,300.14026274173773
11,0.85,0.05,20,306.21412789749377
12,0.85,0.05,30,223.6163044276652
13,0.85,0.05,40,274.41042117105974
14,0.85,0.05,50,305.55260081145815
