,p_w,p_c,pop_size,Error
0,0.7,2.1,10.0,381.57039908085835
1,0.7,2.1,20.0,374.06096012998063
2,0.7,2.1,30.0,373.406475947149
3,0.7,2.1,40.0,385.49402103723287
4,0.7,2.1,50.0,377.2804117480673
5,0.1,1.3,30.0,382.36270899204624
6,0.3,1.3,30.0,381.73787627338277
7,0.5,1.3,30.0,369.85775339016953
8,0.7,1.3,30.0,378.6208920257737
9,0.9,1.3,30.0,389.3116367537741
10,0.5,1.3,30.0,372.45688611094135
11,0.5,1.5,30.0,377.13921337988864
12,0.5,1.7,30.0,376.46734453609304
13,0.5,1.9,30.0,383.71087407567165
14,0.5,2.1,30.0,381.24019619550074
