,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,75.33287848960471
1,0.8,0.01,20.0,76.76264692158985
2,0.8,0.01,30.0,73.70475718964948
3,0.8,0.01,40.0,67.4744954918092
4,0.8,0.01,50.0,66.40297292042096
5,0.75,0.01,50.0,67.46373484068366
6,0.8,0.01,50.0,68.4323803652235
7,0.85,0.01,50.0,66.22446207347366
8,0.9,0.01,50.0,64.49351158764553
9,0.95,0.01,50.0,66.84106965892114
10,0.9,0.01,50.0,65.36213612662769
11,0.9,0.02,50.0,64.17294657075499
12,0.9,0.03,50.0,65.23397633775073
13,0.9,0.04,50.0,67.00126918705097
14,0.9,0.05,50.0,66.36706329426642
