,p_c,p_m,pop_size,Error
0,0.8,0.01,50,351.42641712628216
1,0.8,0.02,50,334.04333204863076
2,0.8,0.03,50,310.74507548103935
3,0.8,0.04,50,314.42967916722387
4,0.8,0.05,50,292.655658518708
5,0.75,0.05,10,261.3017398860649
6,0.8,0.05,10,347.57943220798785
7,0.85,0.05,10,331.6079604222036
8,0.9,0.05,10,347.59420169979614
9,0.95,0.05,10,253.3349725023428
10,0.95,0.05,10,337.85333353553864
11,0.95,0.05,20,317.3577489070093
12,0.95,0.05,30,281.9679137613339
13,0.95,0.05,40,323.9174621588365
14,0.95,0.05,50,219.86454551346574
