,p_w,p_c,pop_size,Error
0,0.7,2.1,10.0,384.548616665458
1,0.7,2.1,20.0,380.1861705410038
2,0.7,2.1,30.0,385.05404696109906
3,0.7,2.1,40.0,368.11477237892944
4,0.7,2.1,50.0,376.6388205541204
5,0.1,1.7,40.0,367.66428577974176
6,0.3,1.7,40.0,374.52489830798504
7,0.5,1.7,40.0,377.7288862171989
8,0.7,1.7,40.0,382.5893992436351
9,0.9,1.7,40.0,372.2491566611893
10,0.1,1.3,40.0,378.23790037557444
11,0.1,1.5,40.0,375.2743023292485
12,0.1,1.7,40.0,382.201981437441
13,0.1,1.9,40.0,370.4752831257518
14,0.1,2.1,40.0,372.3615541835607
