,p_c,p_m,pop_size,Error
0,0.9,0.01,10.0,72.7967464207546
1,0.9,0.02,10.0,70.27851079561809
2,0.9,0.03,10.0,59.25543819359876
3,0.9,0.04,10.0,60.38238020608528
4,0.9,0.05,10.0,57.40661149775659
5,0.85,0.05,10.0,60.924558404403655
6,0.85,0.05,20.0,59.70219023102942
7,0.85,0.05,30.0,61.46947997264314
8,0.85,0.05,40.0,56.651123045752925
9,0.85,0.05,50.0,57.322578373771634
10,0.75,0.05,40.0,55.639941117571595
11,0.8,0.05,40.0,57.91786864427687
12,0.85,0.05,40.0,57.63286572843058
13,0.9,0.05,40.0,61.046613925127716
14,0.95,0.05,40.0,57.647204987860654
