,p_w,p_c,pop_size,Error
0,0.7,1.3,20,252.83220987462
1,0.7,1.5,20,213.90676887841016
2,0.7,1.7,20,196.59166838620996
3,0.7,1.9,20,234.30524515240268
4,0.7,2.1,20,159.44987127014684
5,0.1,2.1,20,138.7530554159335
6,0.3,2.1,20,170.99275883274996
7,0.5,2.1,20,182.68090204626992
8,0.7,2.1,20,242.92839517288826
9,0.9,2.1,20,135.28808430682187
10,0.9,2.1,10,220.29526620956614
11,0.9,2.1,20,136.42515090287776
12,0.9,2.1,30,159.11938111319395
13,0.9,2.1,40,107.21780500397325
14,0.9,2.1,50,129.73498218328754
