,p_w,p_c,pop_size,Error
0,0.7,1.9,50.0,6.686344535804548
1,0.7,2.1,30.0,6.751193466717888
2,0.7,2.1,50.0,6.70353310675043
3,0.5,2.1,30.0,6.682952066148669
4,0.7,1.3,50.0,6.538184644953425
5,0.9,1.5,30.0,6.713365849366083
6,0.1,1.9,50.0,6.67357971816033
7,0.7,2.1,30.0,5.474437609872603
8,0.3,1.7,40.0,5.534600881322452
9,0.3,1.9,30.0,5.5524581183114
