,p_c,p_m,pop_size,Error
0,0.85,0.01,40,56.364206321897434
1,0.85,0.02,40,57.029889189481636
2,0.85,0.03,40,56.9665723522545
3,0.85,0.04,40,56.92556898427352
4,0.85,0.05,40,56.401890927157986
5,0.75,0.01,50,57.05855878994427
6,0.8,0.01,50,56.9727314400313
7,0.85,0.01,50,57.105830378235524
8,0.9,0.01,50,57.19536357725585
9,0.95,0.01,50,57.04463820055757
10,0.8,0.01,10,57.102918937724844
11,0.8,0.01,20,56.99471844650074
12,0.8,0.01,30,56.89422897055182
13,0.8,0.01,40,57.109079875015155
14,0.8,0.01,50,57.137227871200636
