,p_w,p_c,pop_size,Error
0,0.3,1.3,10.0,59.42705283118451
1,0.3,1.3,20.0,58.72160583419959
2,0.3,1.3,30.0,58.21838160771046
3,0.3,1.3,40.0,58.157359729604075
4,0.3,1.3,50.0,58.28040838301362
5,0.5,1.3,40.0,58.34519879398584
6,0.5,1.5,40.0,58.22947661509385
7,0.5,1.7,40.0,57.96185208377682
8,0.5,1.9,40.0,58.186676777720976
9,0.5,2.1,40.0,57.99588448898931
10,0.1,1.7,40.0,58.379931263286494
11,0.3,1.7,40.0,58.43315892582743
12,0.5,1.7,40.0,58.11588856846379
13,0.7,1.7,40.0,58.175371438442795
14,0.9,1.7,40.0,58.49982755118604
