,p_c,p_m,pop_size,Error
0,0.75,0.04,10.0,6.690449902717381
1,0.95,0.03,40.0,6.479663872368282
2,0.8,0.01,30.0,6.710070760736418
3,0.8,0.05,30.0,6.5036757969616446
4,0.85,0.04,50.0,6.429873647884113
5,0.85,0.05,50.0,6.678737875826307
6,0.8,0.05,40.0,6.65794802529486
7,0.85,0.04,50.0,5.504835984954335
8,0.9,0.04,40.0,5.532122044915511
9,0.9,0.05,20.0,5.534038456199031
