,p_c,p_m,pop_size,Error
0,0.8,0.01,20.0,56.70926864542639
1,0.8,0.02,20.0,55.39608810954111
2,0.8,0.03,20.0,51.467688447514284
3,0.8,0.04,20.0,52.4064103322039
4,0.8,0.05,20.0,55.55122141841277
5,0.9,0.03,10.0,54.46532265335564
6,0.9,0.03,20.0,52.19703848015848
7,0.9,0.03,30.0,53.922347079217715
8,0.9,0.03,40.0,53.45640396884856
9,0.9,0.03,50.0,50.60680518963057
10,0.75,0.03,50.0,53.63947469035962
11,0.8,0.03,50.0,50.39834197473441
12,0.85,0.03,50.0,53.851360970338725
13,0.9,0.03,50.0,53.12266019520515
14,0.95,0.03,50.0,53.768606314131006
