,p_c,p_m,pop_size,Error
0,0.8,0.01,50.0,55.483743281084394
1,0.8,0.02,50.0,54.22572305264322
2,0.8,0.03,50.0,52.3817415226372
3,0.8,0.04,50.0,50.64717019521507
4,0.8,0.05,50.0,50.947513010105354
5,0.95,0.04,10.0,56.98369005597028
6,0.95,0.04,20.0,54.87786320173103
7,0.95,0.04,30.0,53.327403401004176
8,0.95,0.04,40.0,54.17147106691716
9,0.95,0.04,50.0,50.91746445846704
10,0.75,0.04,50.0,52.74279710745596
11,0.8,0.04,50.0,52.129046085545355
12,0.85,0.04,50.0,51.30593023338938
13,0.9,0.04,50.0,49.68405776082906
14,0.95,0.04,50.0,52.9370661154137
