,p_w,p_c,pop_size,Error
0,0.7,2.1,50.0,5.559410025779968
1,0.5,1.5,50.0,2.6168270983880326
2,0.5,2.1,30.0,5.815752204382761
3,0.3,1.3,50.0,3.2062145178541863
4,0.7,1.5,50.0,5.075523611535388
5,0.7,1.5,50.0,5.876074069312415
6,0.9,2.1,50.0,5.845068205754471
7,0.7,1.9,30.0,4.646769404962545
8,0.7,1.5,40.0,3.511860774333724
9,0.7,1.3,50.0,3.158955248851012
