,p_w,p_c,pop_size,Error
0,0.9,1.3,10.0,56.96780468521612
1,0.9,1.3,20.0,57.50879399402124
2,0.9,1.3,30.0,57.28667469740361
3,0.9,1.3,40.0,57.228496509830684
4,0.9,1.3,50.0,57.23505219060465
5,0.1,1.3,10.0,57.648064563201174
6,0.1,1.5,10.0,57.65228378388213
7,0.1,1.7,10.0,57.43220282945941
8,0.1,1.9,10.0,57.18760028426693
9,0.1,2.1,10.0,57.38253625966733
10,0.1,1.9,10.0,57.466999468151144
11,0.3,1.9,10.0,57.01010098355774
12,0.5,1.9,10.0,57.59659205120265
13,0.7,1.9,10.0,57.054813954405006
14,0.9,1.9,10.0,57.1588404094392
