,p_c,p_m,pop_size,Error
0,0.9,0.01,30,57.06588409818687
1,0.9,0.02,30,56.967352287670614
2,0.9,0.03,30,56.90071003767254
3,0.9,0.04,30,56.54356305990679
4,0.9,0.05,30,57.05772896405247
5,0.75,0.04,40,56.699995630708315
6,0.8,0.04,40,57.129183190168334
7,0.85,0.04,40,56.55885277796383
8,0.9,0.04,40,56.98634523484124
9,0.95,0.04,40,56.98868749582113
10,0.85,0.04,10,56.723623762265575
11,0.85,0.04,20,57.236643597688484
12,0.85,0.04,30,57.05441975901695
13,0.85,0.04,40,56.7160098807709
14,0.85,0.04,50,56.50280042568862
