,p_c,p_m,pop_size,Error
0,0.8,0.01,50,57.70409665720399
1,0.9,0.01,50,58.74104540787661
2,0.8,0.01,30,59.81500007665334
3,0.8,0.03,30,57.29491961525967
4,0.8,0.03,30,58.49709334030095
5,0.8,0.03,50,56.51244139491811
