,p_c,p_m,pop_size,Error
0,0.8,0.01,40,58.17694267163024
1,0.8,0.02,40,58.063158581112404
2,0.8,0.03,40,58.02782483477614
3,0.8,0.04,40,57.849443982207056
4,0.8,0.05,40,57.88040881635174
5,0.75,0.04,30,57.69446128279883
6,0.8,0.04,30,58.11657015638124
7,0.85,0.04,30,56.94800044087173
8,0.9,0.04,30,57.36273710124985
9,0.95,0.04,30,58.00977842637873
10,0.85,0.04,10,58.049940870448225
11,0.85,0.04,20,58.15724397114112
12,0.85,0.04,30,58.0874492050075
13,0.85,0.04,40,57.26541533483617
14,0.85,0.04,50,57.24246537679268
