,p_c,p_m,pop_size,Error
0,0.75,0.03,20.0,58.62860323127065
1,0.8,0.03,20.0,58.65223419062166
2,0.85,0.03,20.0,60.80906127633876
3,0.9,0.03,20.0,58.74231462904844
4,0.95,0.03,20.0,56.704229256631024
5,0.95,0.04,10.0,57.825269858393554
6,0.95,0.04,20.0,58.251455105398534
7,0.95,0.04,30.0,60.72416806391338
8,0.95,0.04,40.0,56.62720812795141
9,0.95,0.04,50.0,58.116652932787666
10,0.95,0.01,40.0,59.916559922669904
11,0.95,0.02,40.0,60.31722448206622
12,0.95,0.03,40.0,59.38947642485251
13,0.95,0.04,40.0,59.62920704196718
14,0.95,0.05,40.0,58.51062869840688
