,p_w,p_c,pop_size,Error
0,0.5,1.3,10.0,57.92772948377329
1,0.5,1.3,20.0,57.338438031721324
2,0.5,1.3,30.0,57.0824612509175
3,0.5,1.3,40.0,57.505201955198075
4,0.5,1.3,50.0,57.06058707669676
5,0.3,1.3,50.0,57.37500450014541
6,0.3,1.5,50.0,57.11247557455033
7,0.3,1.7,50.0,57.114861649768805
8,0.3,1.9,50.0,57.28734068156456
9,0.3,2.1,50.0,57.15436532077528
10,0.1,1.5,50.0,57.35571534212505
11,0.3,1.5,50.0,57.2617691163138
12,0.5,1.5,50.0,57.026196077155326
13,0.7,1.5,50.0,57.026073487575886
14,0.9,1.5,50.0,57.13597063060271
