,p_c,p_m,pop_size,Error
0,0.75,0.05,30.0,0.0009506757701188152
1,0.75,0.05,50.0,2.2876932932410706e-05
2,0.95,0.04,40.0,0.00010601220515472454
3,0.9,0.04,50.0,0.00039890158776641546
4,0.95,0.04,30.0,0.00041630219288408
5,0.85,0.04,40.0,0.00015642897590893243
6,0.85,0.05,30.0,7.894681291967569e-05
7,0.9,0.05,50.0,2.330017852932718e-06
8,0.95,0.05,50.0,1.8850211180291625e-05
9,0.95,0.03,30.0,0.00011967322519285288
