,p_c,p_m,pop_size,Error
0,0.75,0.03,10.0,57.01945610490767
1,0.75,0.03,20.0,56.85757142118132
2,0.75,0.03,30.0,57.06332591595382
3,0.75,0.03,40.0,56.49133601240211
4,0.75,0.03,50.0,57.082836257639414
5,0.85,0.01,40.0,57.04971486434073
6,0.85,0.02,40.0,57.07078700870933
7,0.85,0.03,40.0,57.1952920814053
8,0.85,0.04,40.0,56.734979612805354
9,0.85,0.05,40.0,56.83173784948083
10,0.75,0.04,40.0,56.54903444105989
11,0.8,0.04,40.0,57.044301657768
12,0.85,0.04,40.0,56.56377205945711
13,0.9,0.04,40.0,57.08916309839728
14,0.95,0.04,40.0,57.11494864073917
