,p_c,p_m,pop_size,Error
0,0.75,0.04,50.0,6.13766043326121
1,0.85,0.05,50.0,5.7688612329713305
2,0.95,0.05,20.0,6.199934458315532
3,0.75,0.05,50.0,5.760530115897655
4,0.8,0.04,40.0,5.441915168623952
5,0.85,0.03,50.0,6.041105761098152
6,0.95,0.03,50.0,5.589175684094846
7,0.8,0.05,50.0,5.00985322440722
8,0.85,0.04,40.0,5.136475391450607
9,0.9,0.04,50.0,4.90963857688777
