,p_w,p_c,pop_size,Error
0,0.7,2.1,10.0,57.410420930460724
1,0.7,2.1,20.0,57.370660086657594
2,0.7,2.1,30.0,57.129955166364105
3,0.7,2.1,40.0,57.245614845673536
4,0.7,2.1,50.0,57.03361787029182
5,0.7,1.3,50.0,57.22763815493117
6,0.7,1.5,50.0,57.220817904826255
7,0.7,1.7,50.0,57.253082223897174
8,0.7,1.9,50.0,57.00975797985519
9,0.7,2.1,50.0,57.00601681974285
10,0.1,2.1,50.0,57.11476415698104
11,0.3,2.1,50.0,57.063758049801
12,0.5,2.1,50.0,57.43407449529928
13,0.7,2.1,50.0,57.16143925774226
14,0.9,2.1,50.0,57.15336437336658
