,p_c,p_m,pop_size,Error
0,0.95,0.01,50,56.95938655291056
1,0.95,0.02,50,57.01423170517043
2,0.95,0.03,50,56.865764629569114
3,0.95,0.04,50,57.09191464532347
4,0.95,0.05,50,55.898620947845465
5,0.75,0.05,30,56.608055138506614
6,0.8,0.05,30,56.42947922275587
7,0.85,0.05,30,55.449866914949524
8,0.9,0.05,30,56.59884909499589
9,0.95,0.05,30,56.95692604864189
10,0.85,0.05,10,57.1439946233425
11,0.85,0.05,20,57.024277736488344
12,0.85,0.05,30,56.6481089521324
13,0.85,0.05,40,56.62089247578302
14,0.85,0.05,50,56.061474034609574
