,p_w,p_c,pop_size,Error
0,0.5,2.1,30.0,6.782471641389054
1,0.1,2.1,40.0,6.689988801450525
2,0.7,1.7,30.0,6.721103786404425
3,0.3,2.1,50.0,6.724081311759509
4,0.9,2.1,30.0,6.781644339400993
5,0.3,1.9,10.0,6.715005119472652
6,0.7,1.5,50.0,6.653690060492687
7,0.5,1.7,40.0,5.5468587459520435
8,0.1,1.3,50.0,5.552154015953178
9,0.5,1.3,50.0,5.536051747293936
