,p_c,p_m,pop_size,Error
0,0.75,0.02,30.0,60.182559739883324
1,0.8,0.02,30.0,59.767859900979765
2,0.85,0.02,30.0,58.687398033993105
3,0.9,0.02,30.0,58.65945771528736
4,0.95,0.02,30.0,57.819050286740136
5,0.95,0.01,10.0,61.63654544880993
6,0.95,0.01,20.0,58.4783844388444
7,0.95,0.01,30.0,59.32377270387253
8,0.95,0.01,40.0,58.87480824445797
9,0.95,0.01,50.0,61.133265855373054
10,0.95,0.01,20.0,57.85466971339203
11,0.95,0.02,20.0,60.84938619032853
12,0.95,0.03,20.0,59.79687180021464
13,0.95,0.04,20.0,58.136473449777796
14,0.95,0.05,20.0,57.86133416728022
