,p_c,p_m,pop_size,Error
0,0.75,0.02,10.0,56.67854298466621
1,0.8,0.02,10.0,57.46070599149443
2,0.85,0.02,10.0,56.96066963772653
3,0.9,0.02,10.0,56.896464735791
4,0.95,0.02,10.0,59.470934107122325
5,0.75,0.04,10.0,57.10684581567623
6,0.75,0.04,20.0,57.51699751353786
7,0.75,0.04,30.0,56.652080335219964
8,0.75,0.04,40.0,58.38291845773712
9,0.75,0.04,50.0,57.25069404811158
10,0.75,0.01,30.0,57.61535150992884
11,0.75,0.02,30.0,58.42474708028393
12,0.75,0.03,30.0,60.51992101199848
13,0.75,0.04,30.0,56.942927343095285
14,0.75,0.05,30.0,60.0086807590448
