,p_c,p_m,pop_size,Error
0,0.95,0.02,10.0,57.307005290535486
1,0.95,0.02,20.0,54.98768083815648
2,0.95,0.02,30.0,55.64657677408418
3,0.95,0.02,40.0,54.692913320635036
4,0.95,0.02,50.0,53.513385324036975
5,0.75,0.03,50.0,51.601980443241914
6,0.8,0.03,50.0,52.019030640743175
7,0.85,0.03,50.0,52.175844765067964
8,0.9,0.03,50.0,54.50945635618569
9,0.95,0.03,50.0,53.05348468088785
10,0.75,0.01,50.0,54.08115601041479
11,0.75,0.02,50.0,53.51868048910167
12,0.75,0.03,50.0,55.33242613068811
13,0.75,0.04,50.0,52.68135525070996
14,0.75,0.05,50.0,50.3595766946146
