,p_c,p_m,pop_size,Error
0,0.75,0.01,20.0,58.338893028478296
1,0.8,0.01,20.0,58.14539125978855
2,0.85,0.01,20.0,58.2304855347911
3,0.9,0.01,20.0,57.96368913456982
4,0.95,0.01,20.0,59.60651067048455
5,0.9,0.04,10.0,61.125692407553
6,0.9,0.04,20.0,57.988327537043254
7,0.9,0.04,30.0,60.73215943993176
8,0.9,0.04,40.0,58.76097994152256
9,0.9,0.04,50.0,61.239387887997324
10,0.9,0.01,20.0,58.563139970206684
11,0.9,0.02,20.0,57.97560153452782
12,0.9,0.03,20.0,58.17649065684579
13,0.9,0.04,20.0,62.60796569574186
14,0.9,0.05,20.0,57.58242074799264
