,p_w,p_c,pop_size,Error
0,0.1,1.3,10.0,57.54801390041954
1,0.1,1.3,20.0,57.2748469029468
2,0.1,1.3,30.0,57.48809318992568
3,0.1,1.3,40.0,56.879197892298464
4,0.1,1.3,50.0,57.08694879890421
5,0.5,1.3,40.0,57.09342358061372
6,0.5,1.5,40.0,57.118741545570764
7,0.5,1.7,40.0,57.19409713020127
8,0.5,1.9,40.0,57.38362291347168
9,0.5,2.1,40.0,57.07408270869826
10,0.1,2.1,40.0,56.96242474224283
11,0.3,2.1,40.0,57.111868689121536
12,0.5,2.1,40.0,57.202647613095635
13,0.7,2.1,40.0,57.1337435276091
14,0.9,2.1,40.0,57.06169617694961
