,p_c,p_m,pop_size,Error
0,0.75,0.04,40.0,56.5549804447522
1,0.8,0.04,40.0,56.906182788506996
2,0.85,0.04,40.0,56.4431416695734
3,0.9,0.04,40.0,59.56286530838241
4,0.95,0.04,40.0,58.11283527340593
5,0.85,0.04,10.0,57.07243431707363
6,0.85,0.04,20.0,59.93181011347137
7,0.85,0.04,30.0,58.38727288453073
8,0.85,0.04,40.0,59.060626052401055
9,0.85,0.04,50.0,57.916183670713146
10,0.85,0.01,10.0,57.116572307216245
11,0.85,0.02,10.0,57.666521169435875
12,0.85,0.03,10.0,57.20574642880841
13,0.85,0.04,10.0,57.24627410097513
14,0.85,0.05,10.0,55.937421180164925
