,p_c,p_m,pop_size,Error
0,0.85,0.01,40.0,57.63059278144908
1,0.85,0.02,40.0,53.42948647847971
2,0.85,0.03,40.0,51.877753226348226
3,0.85,0.04,40.0,53.30026414028867
4,0.85,0.05,40.0,52.42471633178161
5,0.95,0.03,10.0,57.949560335512814
6,0.95,0.03,20.0,53.02320595410958
7,0.95,0.03,30.0,55.18841113231363
8,0.95,0.03,40.0,55.6874577814275
9,0.95,0.03,50.0,55.28362750365259
10,0.75,0.03,20.0,55.22409969274287
11,0.8,0.03,20.0,56.32899108426387
12,0.85,0.03,20.0,54.22216959865041
13,0.9,0.03,20.0,55.873958324704304
14,0.95,0.03,20.0,55.06385606077917
