,p_c,p_m,pop_size,Error
0,0.75,0.02,20.0,58.23557817634627
1,0.8,0.02,20.0,58.018944296658745
2,0.85,0.02,20.0,58.240051941310234
3,0.9,0.02,20.0,58.834762490152904
4,0.95,0.02,20.0,58.28874782579771
5,0.8,0.01,10.0,58.24144130644892
6,0.8,0.01,20.0,57.97219441428028
7,0.8,0.01,30.0,59.36528804139727
8,0.8,0.01,40.0,60.96045379272675
9,0.8,0.01,50.0,58.09455855107948
10,0.8,0.01,20.0,58.69188863708902
11,0.8,0.02,20.0,58.80686196587821
12,0.8,0.03,20.0,57.98278724446388
13,0.8,0.04,20.0,58.03349714518852
14,0.8,0.05,20.0,63.166048224422866
