,p_c,p_m,pop_size,Error
0,0.75,0.01,10.0,48.34168706762861
1,0.75,0.01,20.0,27.45483447785722
2,0.75,0.01,30.0,7.622665264448327
3,0.75,0.01,40.0,1.149275431985733
4,0.75,0.01,50.0,5.150870456575958
5,0.75,0.01,40.0,4.3502785289660455
6,0.75,0.02,40.0,3.687777283480693
7,0.75,0.03,40.0,1.8658607386315107
8,0.75,0.04,40.0,0.3407855562165272
9,0.75,0.05,40.0,1.2079938366507912
10,0.75,0.04,40.0,7.698016339915572
11,0.8,0.04,40.0,0.8407089895740285
12,0.85,0.04,40.0,0.5673472686439027
13,0.9,0.04,40.0,0.7237852986600194
14,0.95,0.04,40.0,0.5657891075206127
