,p_c,p_m,pop_size,Error
0,0.75,0.04,10.0,58.12424227790842
1,0.75,0.04,20.0,58.0199647910417
2,0.75,0.04,30.0,56.91108536437258
3,0.75,0.04,40.0,57.83169164299604
4,0.75,0.04,50.0,57.8150074239676
5,0.95,0.01,30.0,58.08137566877979
6,0.95,0.02,30.0,58.61437541527125
7,0.95,0.03,30.0,58.08597529387794
8,0.95,0.04,30.0,57.793936147132094
9,0.95,0.05,30.0,57.88821520047223
10,0.75,0.04,30.0,58.18767844598278
11,0.8,0.04,30.0,57.5177111941996
12,0.85,0.04,30.0,57.65737805094807
13,0.9,0.04,30.0,57.80382140971719
14,0.95,0.04,30.0,58.12691131956117
