,p_w,p_c,pop_size,Error
0,0.1,1.5,10.0,58.45693471559441
1,0.1,1.5,20.0,58.41539493464492
2,0.1,1.5,30.0,58.30506615628972
3,0.1,1.5,40.0,57.694842335702994
4,0.1,1.5,50.0,58.07322456342091
5,0.3,1.3,40.0,57.93434486272722
6,0.3,1.5,40.0,57.74926317475298
7,0.3,1.7,40.0,57.60547915014116
8,0.3,1.9,40.0,58.385497753788215
9,0.3,2.1,40.0,57.62075750767633
10,0.1,1.7,40.0,58.027346272933144
11,0.3,1.7,40.0,56.89265617296884
12,0.5,1.7,40.0,57.62677231211286
13,0.7,1.7,40.0,57.972532573301365
14,0.9,1.7,40.0,57.56893435819822
