,p_c,p_m,pop_size,Error
0,0.85,0.01,10.0,56.40861570474571
1,0.85,0.01,20.0,52.08657123144665
2,0.85,0.01,30.0,55.24512839957191
3,0.85,0.01,40.0,55.610716875747976
4,0.85,0.01,50.0,54.92658493886161
5,0.75,0.05,20.0,51.40493387877793
6,0.8,0.05,20.0,54.893229578391896
7,0.85,0.05,20.0,51.77410300676346
8,0.9,0.05,20.0,54.122489698543326
9,0.95,0.05,20.0,51.22925686054143
10,0.95,0.01,20.0,56.66561767131755
11,0.95,0.02,20.0,55.438308522887375
12,0.95,0.03,20.0,56.07473268591872
13,0.95,0.04,20.0,56.92097213409033
14,0.95,0.05,20.0,53.804120885636436
