,p_c,p_m,pop_size,Error
0,0.85,0.03,10.0,55.70896150105003
1,0.85,0.03,20.0,54.27774965636941
2,0.85,0.03,30.0,53.98613547464056
3,0.85,0.03,40.0,53.980653713050245
4,0.85,0.03,50.0,52.626177087466246
5,0.75,0.04,50.0,48.7256565486452
6,0.8,0.04,50.0,54.06765780369108
7,0.85,0.04,50.0,53.93942922754357
8,0.9,0.04,50.0,56.20633899993506
9,0.95,0.04,50.0,53.76095975015883
10,0.75,0.01,50.0,54.47896519584448
11,0.75,0.02,50.0,50.411411081992306
12,0.75,0.03,50.0,54.61119471568948
13,0.75,0.04,50.0,49.600829741638165
14,0.75,0.05,50.0,54.60591902044857
