,p_c,p_m,pop_size,Error
0,0.95,0.02,10.0,57.78699972073592
1,0.95,0.02,20.0,57.073083311133196
2,0.95,0.02,30.0,56.873157423717096
3,0.95,0.02,40.0,57.247170850596234
4,0.95,0.02,50.0,56.74335880650257
5,0.75,0.01,50.0,57.014574968396964
6,0.75,0.02,50.0,57.068562202218104
7,0.75,0.03,50.0,56.29938533133059
8,0.75,0.04,50.0,56.82101878666711
9,0.75,0.05,50.0,56.912100122172
10,0.75,0.03,50.0,56.166942544842456
11,0.8,0.03,50.0,56.75118904812298
12,0.85,0.03,50.0,56.81990637680218
13,0.9,0.03,50.0,56.11307362057005
14,0.95,0.03,50.0,56.786689702592525
