,p_c,p_m,pop_size,Error
0,0.75,0.01,40.0,57.166558792149615
1,0.8,0.01,40.0,58.32933203984593
2,0.85,0.01,40.0,57.058961832127224
3,0.9,0.01,40.0,57.374407409568995
4,0.95,0.01,40.0,57.06993874534851
5,0.85,0.04,10.0,60.364302327651394
6,0.85,0.04,20.0,58.025234526726884
7,0.85,0.04,30.0,60.09317538434182
8,0.85,0.04,40.0,59.862446152681514
9,0.85,0.04,50.0,57.41237343272707
10,0.85,0.01,50.0,57.15025296444452
11,0.85,0.02,50.0,57.11600775707615
12,0.85,0.03,50.0,57.558005425064984
13,0.85,0.04,50.0,60.76017514805909
14,0.85,0.05,50.0,57.752954150764026
