,p_w,p_c,pop_size,Error
0,0.9,2.1,10.0,58.361532517459395
1,0.9,2.1,20.0,58.45420078419417
2,0.9,2.1,30.0,58.39830303392748
3,0.9,2.1,40.0,58.457448472394454
4,0.9,2.1,50.0,57.98425986852619
5,0.9,1.3,50.0,58.08840773871257
6,0.9,1.5,50.0,58.50262591520486
7,0.9,1.7,50.0,58.35924590902742
8,0.9,1.9,50.0,58.26022735495327
9,0.9,2.1,50.0,58.59029066251521
10,0.1,1.3,50.0,58.10890173865134
11,0.3,1.3,50.0,58.248481814785094
12,0.5,1.3,50.0,58.484378835706146
13,0.7,1.3,50.0,58.27703409041897
14,0.9,1.3,50.0,58.279825265070144
