,p_c,p_m,pop_size,Error
0,0.75,0.01,10.0,57.287875720575045
1,0.75,0.02,10.0,57.92271846972226
2,0.75,0.03,10.0,57.85309394553328
3,0.75,0.04,10.0,52.92784383697177
4,0.75,0.05,10.0,58.26196108545812
5,0.85,0.04,10.0,57.686287119716276
6,0.85,0.04,20.0,54.87909654850477
7,0.85,0.04,30.0,49.6817512983345
8,0.85,0.04,40.0,54.994306300137204
9,0.85,0.04,50.0,55.69042391786899
10,0.75,0.04,30.0,52.83361097928333
11,0.8,0.04,30.0,53.82500485168228
12,0.85,0.04,30.0,55.25334335282744
13,0.9,0.04,30.0,53.885896322978795
14,0.95,0.04,30.0,53.553219625819224
