,p_c,p_m,pop_size,Error
0,0.8,0.04,10.0,43.091054298829015
1,0.8,0.04,20.0,16.429869247975468
2,0.8,0.04,30.0,0.6635094227975384
3,0.8,0.04,40.0,2.2426528041469234
4,0.8,0.04,50.0,1.0345229612364546
5,0.85,0.01,30.0,5.148340102249425
6,0.85,0.02,30.0,1.4196906456217115
7,0.85,0.03,30.0,6.316684024423348
8,0.85,0.04,30.0,0.5324458266491143
9,0.85,0.05,30.0,0.4988496228139948
10,0.75,0.05,30.0,0.17621178279318273
11,0.8,0.05,30.0,1.4093470380158528
12,0.85,0.05,30.0,1.213872377754727
13,0.9,0.05,30.0,9.52393926287291
14,0.95,0.05,30.0,3.890425252600563
