,p_w,p_c,pop_size,Error
0,0.7,1.3,10.0,57.14631773016456
1,0.7,1.3,20.0,57.21128419041197
2,0.7,1.3,30.0,57.06982531182533
3,0.7,1.3,40.0,57.17582840726029
4,0.7,1.3,50.0,57.299377237474566
5,0.7,1.3,30.0,57.358741415176645
6,0.7,1.5,30.0,56.93446743231078
7,0.7,1.7,30.0,56.843168263684774
8,0.7,1.9,30.0,57.15438009111655
9,0.7,2.1,30.0,57.36191298596114
10,0.1,1.7,30.0,57.35056604231074
11,0.3,1.7,30.0,57.190734752819466
12,0.5,1.7,30.0,57.26997336416411
13,0.7,1.7,30.0,57.110806600379675
14,0.9,1.7,30.0,57.1183949599601
