,p_w,p_c,pop_size,Error
0,0.1,1.9,10.0,57.845642208789336
1,0.1,1.9,20.0,58.28194275748429
2,0.1,1.9,30.0,57.57459915718927
3,0.1,1.9,40.0,58.020731616713086
4,0.1,1.9,50.0,57.75000571922564
5,0.7,1.3,30.0,58.00760901558026
6,0.7,1.5,30.0,58.257476226893
7,0.7,1.7,30.0,57.746696620462025
8,0.7,1.9,30.0,57.6088716060709
9,0.7,2.1,30.0,57.201702238838934
10,0.1,2.1,30.0,58.08373078549717
11,0.3,2.1,30.0,58.44148902301228
12,0.5,2.1,30.0,58.2747238534356
13,0.7,2.1,30.0,58.0358165864093
14,0.9,2.1,30.0,58.24979132090572
