,p_c,p_m,pop_size,Error
0,0.9,0.01,40.0,56.6243270757177
1,0.9,0.02,40.0,53.451141420254935
2,0.9,0.03,40.0,50.83625921768075
3,0.9,0.04,40.0,55.17516121192048
4,0.9,0.05,40.0,54.577084181678636
5,0.95,0.03,10.0,57.191867937082556
6,0.95,0.03,20.0,55.43516037476995
7,0.95,0.03,30.0,55.26134031931304
8,0.95,0.03,40.0,55.565847372919386
9,0.95,0.03,50.0,53.74081239698127
10,0.75,0.03,50.0,55.88875830142413
11,0.8,0.03,50.0,54.215902287382065
12,0.85,0.03,50.0,53.8641754951836
13,0.9,0.03,50.0,55.92602298429616
14,0.95,0.03,50.0,54.0871757927571
