,p_w,p_c,pop_size,Error
0,0.3,1.3,20.0,404222.89441533154
1,0.9,1.3,30.0,407601.9535266076
2,0.9,2.1,40.0,450409.73001945554
3,0.7,1.5,10.0,489016.5920910649
4,0.9,1.5,50.0,498005.975777028
5,0.3,1.7,20.0,684964.4048326614
6,0.3,1.5,30.0,1125818.253534213
7,0.9,2.1,40.0,1604846.0039475753
8,0.1,1.7,40.0,1650431.776300668
9,0.7,1.3,40.0,345545.8048624585
