,p_c,p_m,pop_size,Error
0,0.8,0.01,40.0,7129192.607191861
1,0.8,0.02,40.0,7122785.671707806
2,0.8,0.03,40.0,7132930.37549014
3,0.8,0.04,40.0,7111171.925387314
4,0.8,0.05,40.0,7096451.281665495
5,0.95,0.05,10.0,7122396.277767561
6,0.95,0.05,20.0,7129988.153236478
7,0.95,0.05,30.0,7128103.203351818
8,0.95,0.05,40.0,7110213.21457465
9,0.95,0.05,50.0,7124503.90529275
10,0.75,0.05,40.0,7122354.14252506
11,0.8,0.05,40.0,7119711.75982547
12,0.85,0.05,40.0,7111669.0104724355
13,0.9,0.05,40.0,7098082.304525863
14,0.95,0.05,40.0,7091703.191157482
