,p_c,p_m,pop_size,Error
0,0.75,0.04,20.0,403220.30126078805
1,0.85,0.04,30.0,403237.5260435792
2,0.85,0.04,20.0,447506.3068313633
3,0.9,0.03,50.0,484480.94045200286
4,0.95,0.04,40.0,495197.0905782193
5,0.9,0.02,30.0,684267.894041803
6,0.9,0.05,20.0,1120842.7527317924
7,0.8,0.05,20.0,1599356.6691708274
8,0.9,0.04,20.0,1647235.685727996
9,0.95,0.05,50.0,340323.6658322285
