,p_c,p_m,pop_size,Error
0,0.95,0.01,20.0,7130154.153871552
1,0.95,0.02,20.0,7118383.024857155
2,0.95,0.03,20.0,7125328.570836015
3,0.95,0.04,20.0,7110737.85292153
4,0.95,0.05,20.0,7106579.212192413
5,0.9,0.05,10.0,7147994.435071064
6,0.9,0.05,20.0,7117299.677947746
7,0.9,0.05,30.0,7112417.918151697
8,0.9,0.05,40.0,7120330.617420265
9,0.9,0.05,50.0,7107954.070967356
10,0.75,0.05,50.0,7096269.02129395
11,0.8,0.05,50.0,7098432.0659474265
12,0.85,0.05,50.0,7088888.382351118
13,0.9,0.05,50.0,7061537.335069605
14,0.95,0.05,50.0,7128854.78282455
