,p_c,p_m,pop_size,Error
0,0.9,0.05,30.0,400039.03650050936
1,0.9,0.03,50.0,401049.8475465391
2,0.85,0.04,50.0,446029.3811094421
3,0.8,0.03,50.0,480313.1036748436
4,0.95,0.05,40.0,491608.50720253773
5,0.95,0.03,30.0,678198.6043984432
6,0.85,0.04,20.0,1119303.6117120236
7,0.9,0.03,50.0,1598687.866077126
8,0.95,0.01,50.0,1641711.0506929148
9,0.9,0.03,30.0,340940.09448366135
