,p_c,p_m,pop_size,Error
0,0.75,0.05,30.0,7021604.679480593
1,0.8,0.05,30.0,6878419.0765489405
2,0.85,0.05,30.0,6922848.740960973
3,0.9,0.05,30.0,6966314.820667864
4,0.95,0.05,30.0,6967220.838112953
5,0.8,0.05,10.0,7104356.998540778
6,0.8,0.05,20.0,6934729.057535272
7,0.8,0.05,30.0,6858043.153307724
8,0.8,0.05,40.0,6983229.580105314
9,0.8,0.05,50.0,6887504.280837934
10,0.8,0.01,30.0,7112414.144737884
11,0.8,0.02,30.0,7006332.654434235
12,0.8,0.03,30.0,6926912.627879665
13,0.8,0.04,30.0,7005627.734497181
14,0.8,0.05,30.0,6871805.788156721
