,p_c,p_m,pop_size,Error
0,0.75,0.05,20,7225129.820636826
1,0.8,0.05,20,7215828.392855638
2,0.85,0.05,20,7207364.672831333
3,0.9,0.05,20,7226755.8728606785
4,0.95,0.05,20,7175711.796524009
5,0.95,0.01,20,7244589.437917521
6,0.95,0.02,20,7236283.320165738
7,0.95,0.03,20,7239967.62923921
8,0.95,0.04,20,7220175.865384066
9,0.95,0.05,20,7205612.417125548
10,0.95,0.05,10,7239536.151186349
11,0.95,0.05,20,7245987.096595853
12,0.95,0.05,30,7192578.432450631
13,0.95,0.05,40,7230234.791675701
14,0.95,0.05,50,7206496.562956543
